t,x,y,theta
112.2800,1029,650,0.0981
112.3200,1019,651,0.0805
112.3600,1007,652,0.0595
112.4000,994,653,0.0367
112.4400,979,653,0.0105
112.4800,964,653,-0.0157
112.5200,948,653,-0.0437
112.5600,934,652,-0.0682
112.6000,920,651,-0.0927
112.6400,908,650,-0.1137
112.6800,899,649,-0.1296
112.7200,892,648,-0.1419
112.7600,887,647,-0.1508
112.8000,886,647,-0.1525
112.8400,888,647,-0.1491
112.8800,893,648,-0.1402
112.9200,900,649,-0.1278
112.9600,911,650,-0.1085
113.0000,923,651,-0.0875
113.0400,937,652,-0.0630
113.0800,951,653,-0.0384
113.1200,967,653,-0.0105
113.1600,982,653,0.0157
113.2000,997,652,0.0420
113.2400,1010,652,0.0647
113.2800,1021,651,0.0840
113.3200,1030,650,0.0998
113.3600,1036,649,0.1105
113.4000,1040,649,0.1174
113.4400,1040,649,0.1174
113.4800,1037,649,0.1122
113.5200,1032,650,0.1033
113.5600,1023,650,0.0876
113.6000,1012,651,0.0683
113.6400,1000,652,0.0473
113.6800,985,653,0.0210
113.7200,971,653,-0.0035
113.7600,955,652,-0.0315
113.8000,940,652,-0.0577
113.8400,926,651,-0.0823
113.8800,914,650,-0.1033
113.9200,903,649,-0.1226
113.9600,895,648,-0.1367
114.0000,890,647,-0.1456
114.0400,887,647,-0.1508
114.0800,888,647,-0.1491
114.1200,891,647,-0.1439
114.1600,898,648,-0.1315
114.2000,907,649,-0.1157
114.2400,918,651,-0.0962
114.2800,931,652,-0.0734
114.3200,945,652,-0.0490
114.3600,960,653,-0.0227
114.4000,976,653,0.0052
114.4400,990,652,0.0298
114.4800,1004,651,0.0543
114.5200,1016,651,0.0753
114.5600,1026,650,0.0929
114.6000,1033,649,0.1052
114.6400,1038,649,0.1139
114.6800,1039,648,0.1159
114.7200,1038,648,0.1141
114.7600,1033,649,0.1052
114.8000,1026,650,0.0929
114.8400,1016,650,0.0754
114.8800,1005,651,0.0561
114.9200,991,652,0.0315
114.9600,977,652,0.0070
115.0000,962,652,-0.0193
115.0400,947,652,-0.0455
115.0800,932,651,-0.0718
115.1200,919,650,-0.0946
115.1600,908,649,-0.1139
115.2000,899,648,-0.1298
115.2400,892,647,-0.1421
115.2800,889,647,-0.1473
115.3200,888,646,-0.1493
115.3600,890,647,-0.1456
115.4000,895,647,-0.1369
115.4400,903,648,-0.1228
115.4800,914,649,-0.1035
115.5200,926,650,-0.0824
115.5600,939,652,-0.0595
115.6000,954,652,-0.0333
115.6400,969,652,-0.0070
115.6800,984,652,0.0193
115.7200,998,651,0.0438
115.7600,1011,651,0.0666
115.8000,1021,650,0.0842
115.8400,1030,649,0.1000
115.8800,1035,648,0.1089
115.9200,1038,648,0.1141
115.9600,1038,648,0.1141
116.0000,1035,648,0.1089
116.0400,1029,649,0.0983
116.0800,1020,649,0.0826
116.1200,1010,650,0.0649
116.1600,997,651,0.0421
116.2000,983,652,0.0175
116.2400,968,652,-0.0088
116.2800,953,652,-0.0350
116.3200,939,651,-0.0596
116.3600,925,650,-0.0842
116.4000,913,649,-0.1052
116.4400,903,648,-0.1228
116.4800,896,647,-0.1352
116.5200,891,646,-0.1441
116.5600,889,646,-0.1476
116.6000,890,646,-0.1459
116.6400,894,647,-0.1387
116.6800,901,648,-0.1263
116.7200,910,649,-0.1105
116.7600,921,650,-0.0911
116.8000,934,651,-0.0683
116.8400,948,652,-0.0438
116.8800,963,652,-0.0175
116.9200,978,652,0.0088
116.9600,992,652,0.0333
117.0000,1005,651,0.0561
117.0400,1016,650,0.0754
117.0800,1025,649,0.0913
117.1200,1032,648,0.1037
117.1600,1037,648,0.1124
117.2000,1038,648,0.1141
117.2400,1036,648,0.1107
117.2800,1031,648,0.1019
117.3200,1024,649,0.0895
117.3600,1014,650,0.0719
117.4000,1002,651,0.0508
117.4400,989,652,0.0280
117.4800,974,652,0.0018
117.5200,959,652,-0.0245
117.5600,945,652,-0.0490
117.6000,931,651,-0.0736
117.6400,919,649,-0.0948
117.6800,908,649,-0.1139
117.7200,900,648,-0.1280
117.7600,894,647,-0.1387
117.8000,891,646,-0.1441
117.8400,890,646,-0.1459
117.8800,893,647,-0.1404
117.9200,898,648,-0.1315
117.9600,906,649,-0.1174
118.0000,916,650,-0.0998
118.0400,928,651,-0.0788
118.0800,942,652,-0.0542
118.1200,957,652,-0.0280
118.1600,971,652,-0.0035
118.2000,986,652,0.0228
118.2400,999,651,0.0456
118.2800,1011,651,0.0666
118.3200,1021,650,0.0842
118.3600,1029,649,0.0983
118.4000,1034,648,0.1072
118.4400,1037,648,0.1124
118.4800,1036,648,0.1107
118.5200,1033,649,0.1052
118.5600,1026,649,0.0930
118.6000,1018,650,0.0789
118.6400,1007,650,0.0597
118.6800,994,651,0.0368
118.7200,980,652,0.0123
118.7600,966,652,-0.0123
118.8000,951,651,-0.0386
118.8400,937,651,-0.0631
118.8800,924,650,-0.0859
118.9200,913,649,-0.1052
118.9600,904,648,-0.1211
119.0000,897,647,-0.1335
119.0400,892,647,-0.1421
119.0800,891,647,-0.1439
119.1200,892,647,-0.1421
119.1600,896,648,-0.1350
119.2000,903,648,-0.1228
119.2400,912,649,-0.1070
119.2800,924,651,-0.0858
119.3200,936,651,-0.0648
119.3600,950,652,-0.0403
119.4000,965,652,-0.0140
119.4400,979,652,0.0105
119.4800,993,652,0.0350
119.5200,1006,651,0.0578
119.5600,1017,650,0.0772
119.6000,1025,649,0.0913
119.6400,1032,649,0.1035
119.6800,1035,648,0.1089
119.7200,1036,648,0.1107
119.7600,1033,648,0.1054
119.8000,1029,649,0.0983
119.8400,1021,650,0.0842
119.8800,1011,650,0.0667
119.9200,999,651,0.0456
119.9600,986,652,0.0228
