t,x,y,theta
51.9600,899,647,-0.1344
52.0000,918,651,-0.1004
52.0400,938,653,-0.0650
52.0800,960,654,-0.0264
52.1200,981,654,0.0105
52.1600,1003,653,0.0493
52.2000,1022,652,0.0827
52.2400,1040,650,0.1145
52.2800,1054,649,0.1392
52.3200,1064,647,0.1571
52.3600,1071,645,0.1698
52.4000,1073,645,0.1732
52.4400,1071,645,0.1698
52.4800,1065,646,0.1591
52.5200,1054,647,0.1397
52.5600,1040,649,0.1147
52.6000,1023,651,0.0846
52.6400,1004,652,0.0511
52.6800,983,652,0.0141
52.7200,961,652,-0.0247
52.7600,940,651,-0.0618
52.8000,919,649,-0.0990
52.8400,901,647,-0.1309
52.8800,885,644,-0.1596
52.9200,872,642,-0.1829
52.9600,863,640,-0.1991
53.0000,858,639,-0.2081
53.0400,857,639,-0.2099
53.0800,860,640,-0.2043
53.1200,867,642,-0.1915
53.1600,878,644,-0.1718
53.2000,892,647,-0.1466
53.2400,909,649,-0.1165
53.2800,929,652,-0.0810
53.3200,950,653,-0.0440
53.3600,971,654,-0.0070
53.4000,993,654,0.0316
53.4400,1013,653,0.0668
53.4800,1031,651,0.0986
53.5200,1047,649,0.1270
53.5600,1059,647,0.1484
53.6000,1067,646,0.1625
53.6400,1071,645,0.1698
53.6800,1071,644,0.1701
53.7200,1067,645,0.1628
53.7600,1058,646,0.1469
53.8000,1046,648,0.1254
53.8400,1030,650,0.0970
53.8800,1012,652,0.0652
53.9200,991,652,0.0282
53.9600,970,652,-0.0088
54.0000,949,651,-0.0459
54.0400,928,650,-0.0830
54.0800,909,648,-0.1167
54.1200,893,646,-0.1451
54.1600,879,643,-0.1704
54.2000,869,641,-0.1884
54.2400,862,640,-0.2009
54.2800,859,639,-0.2064
54.3200,860,640,-0.2043
54.3600,865,641,-0.1953
54.4000,874,643,-0.1791
54.4400,887,646,-0.1556
54.4800,902,649,-0.1287
54.5200,921,651,-0.0951
54.5600,941,653,-0.0598
54.6000,962,654,-0.0228
54.6400,983,654,0.0141
54.6800,1004,654,0.0509
54.7200,1022,652,0.0827
54.7600,1039,650,0.1128
54.8000,1052,648,0.1359
54.8400,1062,647,0.1536
54.8800,1068,645,0.1646
54.9200,1070,645,0.1680
54.9600,1067,645,0.1628
55.0000,1060,646,0.1504
55.0400,1050,647,0.1327
55.0800,1036,649,0.1077
55.1200,1019,651,0.0776
55.1600,1000,652,0.0441
55.2000,980,652,0.0088
55.2400,959,652,-0.0282
55.2800,938,651,-0.0653
55.3200,919,649,-0.0990
55.3600,901,647,-0.1309
55.4000,886,644,-0.1579
55.4400,874,642,-0.1794
55.4800,865,640,-0.1957
55.5200,861,640,-0.2026
55.5600,860,639,-0.2047
55.6000,864,640,-0.1974
55.6400,871,642,-0.1846
55.6800,882,644,-0.1649
55.7200,896,647,-0.1397
55.7600,913,650,-0.1093
55.8000,931,652,-0.0774
55.8400,952,654,-0.0404
55.8800,973,654,-0.0035
55.9200,993,654,0.0316
55.9600,1013,653,0.0668
56.0000,1030,652,0.0967
56.0400,1045,650,0.1233
56.0800,1057,648,0.1446
56.1200,1064,647,0.1571
56.1600,1068,646,0.1643
56.2000,1068,646,0.1643
56.2400,1063,647,0.1553
56.2800,1054,648,0.1394
56.3200,1042,650,0.1180
56.3600,1026,651,0.0899
56.4000,1008,652,0.0581
56.4400,989,653,0.0246
56.4800,968,652,-0.0123
56.5200,947,652,-0.0493
56.5600,928,650,-0.0830
56.6000,909,648,-0.1167
56.6400,893,646,-0.1451
56.6800,880,643,-0.1686
56.7200,870,641,-0.1867
56.7600,865,640,-0.1957
56.8000,862,639,-0.2012
56.8400,864,639,-0.1977
56.8800,869,640,-0.1887
56.9200,878,642,-0.1724
56.9600,891,645,-0.1489
57.0000,906,648,-0.1219
57.0400,924,650,-0.0900
57.0800,943,652,-0.0564
57.1200,964,652,-0.0194
57.1600,984,653,0.0158
57.2000,1004,652,0.0511
57.2400,1022,651,0.0828
57.2800,1038,649,0.1112
57.3200,1051,648,0.1342
57.3600,1060,647,0.1501
57.4000,1066,646,0.1608
57.4400,1067,646,0.1625
57.4800,1064,647,0.1571
57.5200,1057,648,0.1446
57.5600,1047,649,0.1270
57.6000,1033,651,0.1021
57.6400,1016,653,0.0721
57.6800,997,654,0.0386
57.7200,977,654,0.0035
57.7600,957,654,-0.0316
57.8000,937,653,-0.0668
57.8400,918,651,-0.1004
57.8800,901,648,-0.1307
57.9200,887,646,-0.1556
57.9600,876,644,-0.1753
58.0000,868,642,-0.1898
58.0400,864,641,-0.1970
58.0800,864,641,-0.1970
58.1200,868,642,-0.1898
58.1600,875,643,-0.1773
58.2000,886,645,-0.1576
58.2400,900,647,-0.1327
58.2800,917,650,-0.1023
58.3200,935,651,-0.0706
58.3600,955,652,-0.0353
58.4000,975,653,0.0000
58.4400,995,652,0.0353
58.4800,1014,651,0.0688
58.5200,1030,650,0.0970
58.5600,1044,648,0.1219
58.6000,1055,647,0.1414
58.6400,1062,646,0.1539
58.6800,1065,645,0.1594
58.7200,1064,645,0.1576
58.7600,1059,646,0.1486
58.8000,1050,648,0.1324
58.8400,1037,649,0.1095
58.8800,1022,650,0.0830
58.9200,1005,652,0.0529
58.9600,986,652,0.0194
59.0000,966,652,-0.0159
59.0400,946,651,-0.0512
59.0800,927,650,-0.0848
59.1200,909,648,-0.1167
59.1600,894,645,-0.1436
59.2000,882,643,-0.1651
59.2400,873,641,-0.1814
59.2800,867,640,-0.1922
59.3200,866,640,-0.1939
59.3600,868,640,-0.1905
59.4000,873,641,-0.1814
59.4400,882,643,-0.1651
59.4800,895,645,-0.1419
59.5200,910,648,-0.1149
59.5600,928,650,-0.0830
59.6000,947,651,-0.0494
59.6400,966,652,-0.0159
59.6800,986,652,0.0194
59.7200,1005,651,0.0530
59.7600,1022,651,0.0828
59.8000,1037,649,0.1095
59.8400,1049,648,0.1307
59.8800,1058,647,0.1466
59.9200,1063,646,0.1556
59.9600,1063,646,0.1556
60.0000,1060,646,0.1504
60.0400,1053,647,0.1379
60.0800,1042,649,0.1182
60.1200,1028,650,0.0935
60.1600,1012,651,0.0653
60.2000,993,652,0.0317
60.2400,974,653,-0.0018
60.2800,954,652,-0.0370
60.3200,935,651,-0.0706
60.3600,917,649,-0.1025
60.4000,901,647,-0.1309
60.4400,888,644,-0.1544
60.4800,877,643,-0.1739
60.5200,870,642,-0.1863
60.5600,867,641,-0.1919
60.6000,867,641,-0.1919
60.6400,871,642,-0.1846
60.6800,878,643,-0.1721
60.7200,890,645,-0.1506
60.7600,904,647,-0.1257
60.8000,920,649,-0.0972
60.8400,938,651,-0.0653
60.8800,957,653,-0.0317
60.9200,977,653,0.0035
60.9600,996,652,0.0370
61.0000,1014,652,0.0687
61.0400,1029,650,0.0953
61.0800,1043,649,0.1200
61.1200,1052,648,0.1359
61.1600,1059,647,0.1484
61.2000,1061,646,0.1521
61.2400,1060,646,0.1504
61.2800,1055,647,0.1414
61.3200,1046,649,0.1252
61.3600,1033,650,0.1023
61.4000,1018,652,0.0757
61.4400,1001,653,0.0457
61.4800,982,653,0.0123
61.5200,963,653,-0.0211
61.5600,943,652,-0.0564
61.6000,925,650,-0.0883
61.6400,908,648,-0.1184
61.6800,894,646,-0.1434
61.7200,882,644,-0.1649
61.7600,874,642,-0.1794
61.8000,869,641,-0.1884
61.8400,868,641,-0.1901
61.8800,870,642,-0.1863
61.9200,876,643,-0.1756
61.9600,885,645,-0.1594
62.0000,898,646,-0.1364
62.0400,913,649,-0.1095
62.0800,931,650,-0.0777
62.1200,949,652,-0.0458
62.1600,968,652,-0.0123
62.2000,987,652,0.0212
62.2400,1005,652,0.0529
62.2800,1022,651,0.0828
62.3200,1036,649,0.1077
62.3600,1048,648,0.1289
62.4000,1056,647,0.1431
62.4400,1059,646,0.1486
62.4800,1060,646,0.1504
62.5200,1056,647,0.1431
62.5600,1049,648,0.1307
62.6000,1038,649,0.1112
62.6400,1025,651,0.0881
62.6800,1008,652,0.0581
62.7200,990,652,0.0264
62.7600,972,652,-0.0053
62.8000,953,652,-0.0388
62.8400,934,650,-0.0724
62.8800,917,648,-0.1027
62.9200,902,646,-0.1294
62.9600,889,644,-0.1526
63.0000,879,643,-0.1704
63.0400,873,641,-0.1814
63.0800,870,641,-0.1867
63.1200,871,641,-0.1849
63.1600,875,642,-0.1776
63.2000,883,643,-0.1634
63.2400,894,645,-0.1436
63.2800,908,647,-0.1187
63.3200,924,649,-0.0902
63.3600,942,651,-0.0582
63.4000,960,652,-0.0264
63.4400,979,652,0.0071
63.4800,998,652,0.0405
63.5200,1015,651,0.0706
63.5600,1030,650,0.0970
63.6000,1042,648,0.1184
63.6400,1051,648,0.1342
63.6800,1057,647,0.1449
63.7200,1058,646,0.1469
63.7600,1056,646,0.1434
63.8000,1051,647,0.1344
63.8400,1042,648,0.1184
63.8800,1029,650,0.0953
63.9200,1014,651,0.0688
63.9600,997,652,0.0388
64.0000,979,653,0.0070
64.0400,960,652,-0.0264
64.0800,942,651,-0.0582
64.1200,924,650,-0.0900
64.1600,908,648,-0.1184
64.2000,895,646,-0.1416
64.2400,884,644,-0.1614
64.2800,876,643,-0.1756
64.3200,872,642,-0.1829
64.3600,871,642,-0.1846
64.4000,874,643,-0.1791
64.4400,880,645,-0.1680
64.4800,890,646,-0.1504
64.5200,902,648,-0.1289
64.5600,918,650,-0.1005
64.6000,935,652,-0.0704
64.6400,953,654,-0.0386
64.6800,971,654,-0.0070
64.7200,990,654,0.0264
64.7600,1007,653,0.0563
64.8000,1023,652,0.0845
64.8400,1037,651,0.1091
64.8800,1047,650,0.1268
64.9200,1054,648,0.1394
64.9600,1058,648,0.1464
65.0000,1058,648,0.1464
65.0400,1054,649,0.1392
65.0800,1046,649,0.1252
65.1200,1035,651,0.1056
65.1600,1021,652,0.0810
65.2000,1005,653,0.0528
65.2400,987,653,0.0211
65.2800,969,653,-0.0106
65.3200,950,652,-0.0441
65.3600,932,651,-0.0758
65.4000,916,648,-0.1044
65.4400,901,647,-0.1309
65.4800,889,645,-0.1524
65.5200,880,643,-0.1686
65.5600,874,642,-0.1794
65.6000,872,642,-0.1829
65.6400,873,642,-0.1811
65.6800,878,643,-0.1721
65.7200,886,644,-0.1579
65.7600,897,646,-0.1382
65.8000,911,648,-0.1132
65.8400,927,650,-0.0848
65.8800,945,651,-0.0530
65.9200,963,652,-0.0212
65.9600,982,653,0.0123
66.0000,999,652,0.0423
66.0400,1016,651,0.0723
66.0800,1030,650,0.0970
66.1200,1042,648,0.1184
66.1600,1050,647,0.1327
66.2000,1055,647,0.1414
66.2400,1056,647,0.1431
66.2800,1054,647,0.1397
66.3200,1048,648,0.1289
66.3600,1038,649,0.1112
66.4000,1026,651,0.0899
66.4400,1011,652,0.0634
66.4800,994,653,0.0334
66.5200,977,654,0.0035
66.5600,958,653,-0.0299
66.6000,940,653,-0.0615
66.6400,923,651,-0.0916
66.6800,908,649,-0.1182
66.7200,895,647,-0.1414
66.7600,885,645,-0.1594
66.8000,878,644,-0.1718
66.8400,874,643,-0.1791
66.8800,873,643,-0.1808
66.9200,877,644,-0.1735
66.9600,883,645,-0.1628
67.0000,893,647,-0.1449
67.0400,905,649,-0.1235
67.0800,920,651,-0.0969
67.1200,937,652,-0.0669
67.1600,955,653,-0.0352
67.2000,973,653,-0.0035
67.2400,991,653,0.0282
67.2800,1008,652,0.0581
67.3200,1023,651,0.0846
67.3600,1036,649,0.1077
67.4000,1045,648,0.1237
67.4400,1052,647,0.1362
67.4800,1055,647,0.1414
67.5200,1054,647,0.1397
67.5600,1050,647,0.1327
67.6000,1042,649,0.1182
67.6400,1031,650,0.0988
67.6800,1017,651,0.0741
67.7200,1001,652,0.0458
67.7600,984,652,0.0159
67.8000,966,653,-0.0158
67.8400,948,651,-0.0477
67.8800,931,650,-0.0777
67.9200,915,648,-0.1062
67.9600,901,646,-0.1312
68.0000,890,644,-0.1509
68.0400,882,643,-0.1651
68.0800,876,642,-0.1759
68.1200,875,642,-0.1776
68.1600,876,643,-0.1756
68.2000,881,644,-0.1666
68.2400,890,646,-0.1504
68.2800,901,648,-0.1307
68.3200,915,650,-0.1058
68.3600,931,652,-0.0774
68.4000,948,653,-0.0475
68.4400,966,654,-0.0158
68.4800,984,654,0.0158
68.5200,1001,654,0.0457
68.5600,1017,653,0.0738
68.6000,1030,652,0.0967
68.6400,1041,650,0.1163
68.6800,1049,649,0.1305
68.7200,1053,649,0.1374
68.7600,1054,648,0.1394
68.8000,1051,648,0.1342
68.8400,1045,649,0.1235
68.8800,1035,650,0.1058
68.9200,1023,651,0.0846
68.9600,1008,652,0.0581
69.0000,991,652,0.0282
69.0400,973,653,-0.0035
69.0800,955,652,-0.0353
69.1200,938,651,-0.0653
69.1600,922,650,-0.0935
69.2000,907,648,-0.1202
69.2400,895,646,-0.1416
69.2800,886,644,-0.1579
69.3200,879,643,-0.1704
69.3600,876,642,-0.1759
69.4000,876,642,-0.1759
69.4400,880,643,-0.1686
69.4800,887,645,-0.1559
69.5200,897,646,-0.1382
69.5600,910,648,-0.1149
69.6000,925,650,-0.0883
69.6400,941,651,-0.0600
69.6800,958,652,-0.0300
69.7200,976,653,0.0018
69.7600,993,653,0.0317
69.8000,1009,652,0.0599
69.8400,1024,651,0.0864
69.8800,1035,650,0.1058
69.9200,1045,649,0.1235
69.9600,1050,649,0.1322
70.0000,1053,649,0.1374
70.0400,1051,649,0.1339
70.0800,1047,650,0.1268
70.1200,1038,651,0.1109
70.1600,1027,652,0.0915
70.2000,1013,653,0.0668
70.2400,997,654,0.0386
70.2800,980,654,0.0088
70.3200,963,654,-0.0211
70.3600,945,653,-0.0528
70.4000,929,652,-0.0810
70.4400,914,649,-0.1077
70.4800,901,647,-0.1309
70.5200,890,645,-0.1506
70.5600,882,644,-0.1649
70.6000,878,643,-0.1721
70.6400,877,643,-0.1739
70.6800,879,643,-0.1704
70.7200,884,644,-0.1614
70.7600,893,646,-0.1451
70.8000,904,647,-0.1257
70.8400,918,649,-0.1007
70.8800,934,650,-0.0724
70.9200,951,651,-0.0424
70.9600,968,652,-0.0123
71.0000,986,652,0.0194
71.0400,1002,652,0.0476
71.0800,1017,651,0.0741
71.1200,1030,650,0.0970
71.1600,1040,649,0.1147
71.2000,1047,648,0.1272
71.2400,1050,647,0.1327
71.2800,1051,647,0.1344
71.3200,1048,648,0.1289
71.3600,1041,649,0.1165
71.4000,1031,650,0.0988
71.4400,1019,651,0.0776
71.4800,1004,652,0.0511
71.5200,988,653,0.0229
71.5600,971,653,-0.0070
71.6000,953,653,-0.0387
71.6400,937,652,-0.0669
71.6800,921,650,-0.0953
71.7200,907,649,-0.1200
71.7600,896,647,-0.1397
71.8000,887,646,-0.1556
71.8400,881,645,-0.1663
71.8800,878,644,-0.1718
71.9200,879,645,-0.1698
71.9600,883,645,-0.1628
72.0000,890,647,-0.1501
72.0400,900,648,-0.1324
72.0800,913,650,-0.1093
72.1200,928,652,-0.0827
72.1600,944,653,-0.0545
72.2000,961,654,-0.0246
72.2400,978,654,0.0053
72.2800,995,653,0.0352
72.3200,1010,652,0.0617
72.3600,1024,651,0.0864
72.4000,1035,650,0.1058
72.4400,1043,649,0.1200
72.4800,1048,648,0.1289
72.5200,1050,648,0.1324
72.5600,1048,648,0.1289
72.6000,1043,649,0.1200
72.6400,1035,649,0.1060
72.6800,1023,651,0.0846
72.7200,1010,651,0.0618
72.7600,994,652,0.0335
72.8000,978,652,0.0053
72.8400,961,652,-0.0247
72.8800,944,651,-0.0547
72.9200,928,650,-0.0830
72.9600,913,648,-0.1097
73.0000,901,647,-0.1309
73.0400,891,645,-0.1489
73.0800,884,644,-0.1614
73.1200,880,643,-0.1686
73.1600,879,643,-0.1704
73.2000,882,644,-0.1649
73.2400,888,645,-0.1541
73.2800,896,646,-0.1399
73.3200,908,648,-0.1184
73.3600,922,650,-0.0935
73.4000,937,651,-0.0670
73.4400,954,652,-0.0370
73.4800,971,653,-0.0070
73.5200,987,653,0.0211
73.5600,1003,653,0.0493
73.6000,1018,652,0.0757
73.6400,1030,651,0.0969
73.6800,1039,650,0.1128
73.7200,1046,649,0.1252
73.7600,1049,649,0.1305
73.8000,1049,649,0.1305
73.8400,1045,650,0.1233
73.8800,1038,650,0.1110
73.9200,1028,651,0.0934
73.9600,1015,653,0.0703
74.0000,1001,653,0.0457
74.0400,985,654,0.0176
74.0800,968,654,-0.0123
74.1200,951,653,-0.0422
74.1600,935,652,-0.0704
74.2000,920,651,-0.0969
74.2400,906,649,-0.1217
74.2800,895,647,-0.1414
74.3200,887,646,-0.1556
74.3600,882,645,-0.1646
74.4000,879,645,-0.1698
74.4400,880,645,-0.1680
74.4800,885,646,-0.1591
74.5200,892,647,-0.1466
74.5600,903,648,-0.1272
74.6000,915,650,-0.1058
74.6400,930,652,-0.0792
74.6800,946,653,-0.0510
74.7200,963,653,-0.0211
74.7600,979,653,0.0070
74.8000,995,653,0.0352
74.8400,1010,652,0.0617
74.8800,1023,651,0.0846
74.9200,1034,650,0.1040
74.9600,1042,649,0.1182
75.0000,1046,648,0.1254
75.0400,1048,648,0.1289
75.0800,1046,648,0.1254
75.1200,1040,649,0.1147
75.1600,1032,650,0.1005
75.2000,1020,651,0.0793
75.2400,1007,652,0.0564
75.2800,992,652,0.0300
75.3200,975,653,0.0000
75.3600,959,652,-0.0282
75.4000,942,651,-0.0582
75.4400,927,650,-0.0848
75.4800,913,648,-0.1097
75.5200,901,646,-0.1312
75.5600,892,645,-0.1471
75.6000,886,644,-0.1579
75.6400,882,643,-0.1651
75.6800,882,643,-0.1651
75.7200,885,644,-0.1596
75.7600,891,645,-0.1489
75.8000,900,646,-0.1329
75.8400,911,648,-0.1132
75.8800,925,650,-0.0883
75.9200,940,651,-0.0618
75.9600,956,652,-0.0335
76.0000,973,652,-0.0035
76.0400,989,652,0.0247
76.0800,1004,652,0.0511
76.1200,1018,651,0.0758
76.1600,1029,650,0.0953
76.2000,1038,649,0.1112
76.2400,1044,648,0.1219
76.2800,1046,648,0.1254
76.3200,1046,648,0.1254
76.3600,1042,649,0.1182
76.4000,1035,649,0.1060
76.4400,1024,650,0.0865
76.4800,1012,651,0.0653
76.5200,998,652,0.0405
76.5600,982,652,0.0123
76.6000,966,652,-0.0159
76.6400,949,651,-0.0459
76.6800,934,650,-0.0724
76.7200,919,649,-0.0990
76.7600,907,647,-0.1204
76.8000,896,645,-0.1401
76.8400,889,644,-0.1526
76.8800,884,644,-0.1614
76.9200,883,643,-0.1634
76.9600,884,644,-0.1614
77.0000,889,644,-0.1526
77.0400,896,646,-0.1399
77.0800,907,647,-0.1204
77.1200,919,649,-0.0990
77.1600,934,650,-0.0724
77.2000,949,652,-0.0458
77.2400,965,652,-0.0176
77.2800,982,652,0.0123
77.3200,997,652,0.0388
77.3600,1011,652,0.0634
77.4000,1024,651,0.0864
77.4400,1034,650,0.1040
77.4800,1041,649,0.1165
77.5200,1045,649,0.1235
77.5600,1045,648,0.1237
77.6000,1043,649,0.1200
77.6400,1037,649,0.1095
77.6800,1028,650,0.0935
77.7200,1017,651,0.0741
77.7600,1003,652,0.0493
77.8000,988,653,0.0229
77.8400,972,653,-0.0053
77.8800,956,652,-0.0335
77.9200,940,651,-0.0618
77.9600,926,650,-0.0865
78.0000,912,648,-0.1114
78.0400,901,647,-0.1309
78.0800,892,645,-0.1471
78.1200,887,644,-0.1561
78.1600,884,644,-0.1614
78.2000,884,644,-0.1614
78.2400,887,645,-0.1559
78.2800,894,646,-0.1434
78.3200,903,647,-0.1274
78.3600,914,649,-0.1077
78.4000,928,650,-0.0830
78.4400,942,652,-0.0581
78.4800,958,653,-0.0299
78.5200,975,653,0.0000
78.5600,990,653,0.0264
78.6000,1005,652,0.0529
78.6400,1018,651,0.0758
78.6800,1029,650,0.0953
78.7200,1037,649,0.1095
78.7600,1042,649,0.1182
78.8000,1045,648,0.1237
78.8400,1043,648,0.1202
78.8800,1039,649,0.1130
78.9200,1032,650,0.1005
78.9600,1021,651,0.0811
79.0000,1009,651,0.0600
79.0400,994,652,0.0335
79.0800,979,652,0.0071
79.1200,963,652,-0.0212
79.1600,947,651,-0.0494
79.2000,932,650,-0.0760
79.2400,918,648,-0.1009
79.2800,906,647,-0.1222
79.3200,897,646,-0.1382
79.3600,890,645,-0.1506
79.4000,886,644,-0.1579
79.4400,884,644,-0.1614
79.4800,887,644,-0.1561
79.5200,891,645,-0.1489
79.5600,899,646,-0.1347
79.6000,910,648,-0.1149
79.6400,922,649,-0.0937
79.6800,937,651,-0.0670
79.7200,952,652,-0.0405
79.7600,968,652,-0.0123
79.8000,984,652,0.0159
79.8400,999,652,0.0423
79.8800,1012,651,0.0653
79.9200,1024,650,0.0865
79.9600,1034,649,0.1042
80.0000,1040,648,0.1149
80.0400,1043,648,0.1202
80.0800,1044,648,0.1219
80.1200,1040,648,0.1149
80.1600,1034,649,0.1042
80.2000,1025,650,0.0883
80.2400,1014,651,0.0688
80.2800,1000,651,0.0441
80.3200,986,652,0.0194
80.3600,970,652,-0.0088
80.4000,954,651,-0.0371
80.4400,939,651,-0.0635
80.4800,925,649,-0.0884
80.5200,912,648,-0.1114
80.5600,901,646,-0.1312
80.6000,893,645,-0.1454
80.6400,888,645,-0.1541
80.6800,885,645,-0.1594
80.7200,886,645,-0.1576
80.7600,890,645,-0.1506
80.8000,896,646,-0.1399
80.8400,906,648,-0.1219
80.8800,917,649,-0.1025
80.9200,931,650,-0.0777
80.9600,945,652,-0.0529
81.0000,961,652,-0.0247
81.0400,977,653,0.0035
81.0800,992,652,0.0300
81.1200,1006,652,0.0546
81.1600,1018,651,0.0758
81.2000,1028,651,0.0934
81.2400,1036,650,0.1075
81.2800,1041,649,0.1165
81.3200,1042,649,0.1182
81.3600,1040,649,0.1147
81.4000,1036,650,0.1075
81.4400,1028,651,0.0934
81.4800,1018,652,0.0757
81.5200,1005,653,0.0528
81.5600,991,653,0.0282
81.6000,976,654,0.0018
81.6400,960,653,-0.0264
81.6800,945,653,-0.0528
81.7200,930,652,-0.0792
81.7600,917,650,-0.1023
81.8000,905,649,-0.1235
81.8400,896,647,-0.1397
81.8800,890,646,-0.1504
81.9200,887,646,-0.1556
81.9600,886,646,-0.1573
82.0000,888,646,-0.1539
82.0400,894,647,-0.1431
82.0800,902,648,-0.1289
82.1200,913,650,-0.1093
82.1600,925,651,-0.0881
82.2000,940,653,-0.0615
82.2400,955,654,-0.0351
82.2800,970,654,-0.0088
82.3200,986,654,0.0193
82.3600,1000,653,0.0440
82.4000,1014,653,0.0686
82.4400,1025,651,0.0881
82.4800,1033,651,0.1021
82.5200,1039,650,0.1128
82.5600,1042,649,0.1182
82.6000,1041,649,0.1165
82.6400,1038,649,0.1112
82.6800,1031,650,0.0988
82.7200,1022,650,0.0830
82.7600,1011,651,0.0635
82.8000,997,652,0.0388
82.8400,983,652,0.0141
82.8800,968,652,-0.0123
82.9200,952,652,-0.0405
82.9600,937,651,-0.0670
83.0000,923,650,-0.0918
83.0400,911,648,-0.1132
83.0800,901,647,-0.1309
83.1200,894,646,-0.1434
83.1600,889,645,-0.1524
83.2000,887,644,-0.1561
83.2400,888,644,-0.1544
83.2800,892,645,-0.1471
83.3200,899,646,-0.1347
83.3600,908,648,-0.1184
83.4000,920,649,-0.0972
83.4400,934,651,-0.0723
83.4800,948,652,-0.0476
83.5200,964,652,-0.0194
83.5600,979,653,0.0070
83.6000,994,652,0.0335
83.6400,1007,652,0.0564
83.6800,1019,651,0.0776
83.7200,1029,650,0.0953
83.7600,1036,649,0.1077
83.8000,1040,649,0.1147
83.8400,1041,649,0.1165
83.8800,1039,649,0.1130
83.9200,1034,650,0.1040
83.9600,1026,651,0.0899
84.0000,1015,652,0.0704
84.0400,1003,653,0.0493
84.0800,989,653,0.0246
84.1200,974,653,-0.0018
84.1600,959,653,-0.0282
84.2000,944,653,-0.0545
84.2400,929,651,-0.0811
84.2800,916,650,-0.1040
84.3200,906,649,-0.1217
84.3600,897,648,-0.1377
84.4000,891,647,-0.1484
84.4400,888,646,-0.1539
84.4800,888,647,-0.1536
84.5200,891,647,-0.1484
84.5600,897,648,-0.1377
84.6000,905,649,-0.1235
84.6400,916,650,-0.1040
84.6800,929,652,-0.0810
84.7200,943,653,-0.0563
84.7600,958,653,-0.0299
84.8000,973,654,-0.0035
84.8400,988,653,0.0229
84.8800,1002,653,0.0475
84.9200,1014,652,0.0687
84.9600,1024,651,0.0864
85.0000,1032,650,0.1005
85.0400,1037,649,0.1095
85.0800,1039,649,0.1130
85.1200,1039,649,0.1130
85.1600,1035,649,0.1060
85.2000,1028,650,0.0935
85.2400,1018,650,0.0760
85.2800,1007,651,0.0565
85.3200,994,651,0.0336
85.3600,980,652,0.0088
85.4000,965,652,-0.0176
85.4400,950,651,-0.0441
85.4800,935,650,-0.0707
85.5200,922,649,-0.0937
85.5600,911,647,-0.1134
85.6000,902,646,-0.1294
85.6400,895,645,-0.1419
85.6800,890,645,-0.1506
85.7200,889,645,-0.1524
85.7600,891,645,-0.1489
85.8000,895,646,-0.1416
85.8400,902,647,-0.1292
85.8800,912,648,-0.1114
85.9200,923,650,-0.0918
85.9600,937,651,-0.0670
86.0000,951,652,-0.0423
86.0400,966,652,-0.0159
86.0800,981,653,0.0106
86.1200,995,653,0.0352
86.1600,1008,652,0.0581
86.2000,1019,651,0.0776
86.2400,1028,651,0.0934
86.2800,1034,651,0.1039
86.3200,1038,650,0.1110
86.3600,1038,650,0.1110
86.4000,1035,651,0.1056
86.4400,1030,651,0.0969
86.4800,1022,652,0.0827
86.5200,1011,653,0.0633
86.5600,999,654,0.0422
86.6000,985,654,0.0176
86.6400,971,654,-0.0070
86.6800,956,653,-0.0334
86.7200,941,653,-0.0598
86.7600,928,651,-0.0828
86.8000,916,650,-0.1040
86.8400,905,649,-0.1235
86.8800,898,647,-0.1362
86.9200,893,647,-0.1449
86.9600,891,646,-0.1486
87.0000,891,646,-0.1486
87.0400,894,647,-0.1431
87.0800,900,647,-0.1327
87.1200,909,648,-0.1167
87.1600,920,650,-0.0970
87.2000,932,651,-0.0758
87.2400,946,652,-0.0511
87.2800,961,652,-0.0247
87.3200,975,653,0.0000
87.3600,990,652,0.0264
87.4000,1003,652,0.0493
87.4400,1015,651,0.0706
87.4800,1025,650,0.0883
87.5200,1032,649,0.1007
87.5600,1036,649,0.1077
87.6000,1038,649,0.1112
87.6400,1037,649,0.1095
87.6800,1032,649,0.1007
87.7200,1025,650,0.0883
87.7600,1015,651,0.0706
87.8000,1004,651,0.0512
87.8400,991,652,0.0282
87.8800,976,652,0.0018
87.9200,962,652,-0.0229
87.9600,947,651,-0.0494
88.0000,933,650,-0.0742
88.0400,921,649,-0.0955
88.0800,910,648,-0.1149
88.1200,901,647,-0.1309
88.1600,895,646,-0.1416
88.2000,891,646,-0.1486
88.2400,891,645,-0.1489
88.2800,893,646,-0.1451
88.3200,898,647,-0.1362
88.3600,905,648,-0.1237
88.4000,915,649,-0.1060
88.4400,927,650,-0.0848
88.4800,940,652,-0.0617
88.5200,955,653,-0.0352
88.5600,969,653,-0.0106
88.6000,984,653,0.0158
88.6400,998,653,0.0405
88.6800,1010,652,0.0617
88.7200,1020,652,0.0792
88.7600,1029,651,0.0951
88.8000,1034,651,0.1039
88.8400,1037,651,0.1091
88.8800,1037,651,0.1091
88.9200,1034,651,0.1039
88.9600,1028,652,0.0932
89.0000,1019,652,0.0774
89.0400,1009,653,0.0598
89.0800,996,654,0.0369
89.1200,983,654,0.0141
89.1600,968,654,-0.0123
89.2000,954,653,-0.0370
89.2400,940,652,-0.0617
89.2800,927,651,-0.0846
89.3200,915,650,-0.1058
89.3600,905,649,-0.1235
89.4000,898,648,-0.1359
89.4400,894,647,-0.1431
